"id"	"space"	"start"	"end"	"wilcoxon.p.value"	"hyper?"	"fisher.p.value"	"tmr.ratio"	"nor.ratio"	"OR"	"CI_95_L"	"CI_95_H"	"cytoband"	"DM.band?"	"TSS near"	"pos"	"strand"	"distance"
"39.chr7.8483132"	"chr7"	8483133	8483711	3.16778322047639e-07	TRUE	0.000367514880271297	8	0.666666666666667	11.3189750250607	2.59399097939194	62.0353769115237	"q25.32"	TRUE	"RSRC1"	157827841	"+"	-15077
"36.chr7.19151966"	"chr7"	19151967	19152347	7.26667139538562e-07	TRUE	6.36562903296682e-08	2.6	0	Inf	9.78276698724936	Inf	"q25.32"	TRUE	"RSRC1"	157827841	"+"	-6237
"32.chr7.19184221"	"chr7"	19184222	19184686	9.13855124933101e-07	TRUE	8.67224972700092e-08	5	0.111111111111111	40.4970792455695	7.09272403721689	446.942070449281	"q26.2"	TRUE	"SLC7A14"	170303863	"-"	614
"20.chr7.19184818"	"chr7"	19184819	19185033	4.90702577662228e-09	TRUE	2.05875979985123e-07	6.2	0.176470588235294	31.6968933264028	6.29649108617854	233.395467948442	"q26.2"	TRUE	"SLC7A14"	170303863	"-"	95
"123.chr7.24323558"	"chr7"	24323559	24325080	2.23669305703057e-08	TRUE	2.54122776916202e-08	4.14285714285714	0.0526315789473684	70.4890519842793	8.68230189389187	3301.23298905306	"q26.31"	TRUE	"GHSR"	172166246	"-"	0
"39.chr7.25898237"	"chr7"	25898238	25898771	3.01812508616895e-09	TRUE	5.08781262506834e-08	8	0.176470588235294	40.1613122451965	7.56080412393462	316.908516069481	"q28"	TRUE	"FGF12"	192126838	"-"	-105235
"28.chr7.27198182"	"chr7"	27198183	27198514	7.79767546671455e-08	TRUE	7.24055079234573e-07	5	0.176470588235294	25.8897653843047	5.34696875471149	182.784234213691	"q29"	TRUE	"GP5"	194119013	"-"	25
"201.chr7.27203915"	"chr7"	27203916	27206462	9.0950059216437e-10	TRUE	1.05141018406727e-08	11	0.176470588235294	53.8920035345838	9.33060452931043	483.771725277404	"q29"	TRUE	"ATP13A3"	194188968	"-"	-18418
"41.chr7.27225050"	"chr7"	27225051	27225629	1.43079778931587e-06	TRUE	7.24055079234573e-07	5	0.176470588235294	25.8897653843047	5.34696875471149	182.784234213691	"p14.1"	FALSE	"FAM19A4"	68981761	"-"	0
"89.chr7.27291119"	"chr7"	27291120	27292197	1.2806757144433e-06	TRUE	2.54122776916202e-08	4.14285714285714	0.0526315789473684	70.4890519842793	8.68230189389187	3301.23298905306	"q13.32"	FALSE	"C3orf30"	118864997	"+"	-1148433
"42.chr7.29605827"	"chr7"	29605828	29606290	6.82030842905097e-08	TRUE	1.74481967473321e-09	6.2	0.0526315789473684	101.726253944959	11.9032994887592	4855.96723552285	"q22.1"	FALSE	"TF"	133464977	"+"	0
"124.chr7.35292985"	"chr7"	35292986	35294674	1.01579992815092e-07	TRUE	1.12889023371455e-05	8	0.428571428571429	17.302275995489	3.85100605448098	100.021902765414	"q22.3"	TRUE	"C3orf72"	138666076	"+"	-6969
"48.chr7.35301150"	"chr7"	35301151	35301731	9.16595174371749e-09	TRUE	3.99357979686625e-07	4.14285714285714	0.111111111111111	33.927287639466	6.10538589411323	367.198679642719	"q24"	TRUE	"ZIC1"	147127181	"+"	-49509
"64.chr7.64349424"	"chr7"	64349425	64350151	6.47142211496392e-07	TRUE	0.0002511214164146	2	0.176470588235294	10.7919650738777	2.45436835123529	68.6821906430188	"q24"	TRUE	"ZIC1"	147127181	"+"	-10760
"30.chr7.96631383"	"chr7"	96631384	96631800	1.59722716158885e-06	TRUE	1.10785177524589e-05	3.5	0.176470588235294	18.4705989508751	4.0074787284954	123.261944091271	"q25.1"	FALSE	"MED12L"	150804676	"+"	0
"109.chr7.96650221"	"chr7"	96650222	96651551	1.15746217198175e-07	TRUE	3.73790321530768e-07	8	0.25	28.8842089389859	5.91697695425833	191.750363384091	"q26.33"	TRUE	"PEX5L"	179754841	"-"	0
"137.chr7.97361132"	"chr7"	97361133	97363018	3.01812508616895e-09	TRUE	5.29052221114198e-09	8	0.111111111111111	62.1974024773632	10.0390684076578	758.466936933953	"q27.3"	TRUE	"SST"	187388201	"-"	25
"154.chr7.136553854"	"chr7"	136553855	136556194	4.54646965381304e-07	TRUE	4.68361346877381e-05	3.5	0.25	13.1689461637165	3.13931371322043	70.4801300305484	"q28"	TRUE	"FGF12"	192126838	"-"	0
"277.chr7.155164557"	"chr7"	155164558	155167854	1.93449969959129e-08	TRUE	6.76286695633029e-11	6.2	0	Inf	20.0253713604435	Inf	"p16.3"	FALSE	"ZNF141"	366453	"+"	13447
"680.chr7.157476886"	"chr7"	157476887	157486719	1.70141512872959e-07	TRUE	1.10785177524589e-05	3.5	0.176470588235294	18.4705989508751	4.0074787284954	123.261944091271	"p16.2"	FALSE	"CYTL1"	5016961	"-"	147788
"165.chr8.11536767"	"chr8"	11536768	11538961	1.53901365535296e-09	TRUE	7.24055079234573e-07	5	0.176470588235294	25.8897653843047	5.34696875471149	182.784234213691	"p16.1"	FALSE	"HMX1"	8873543	"-"	-19829
"221.chr8.11559596"	"chr8"	11559597	11562956	1.93449969959129e-08	TRUE	1.38783691182407e-08	3	0	Inf	11.0912085887762	Inf	"p15.33"	FALSE	"LINC01097"	13529517	"-"	3434
"187.chr8.11565217"	"chr8"	11565218	11567212	1.01579992815092e-07	TRUE	7.05592452443793e-09	5	0.0526315789473684	83.7494855020111	10.0914607522922	3955.58818369652	"p15.32"	FALSE	"BST1"	15704573	"+"	68
"79.chr8.23559838"	"chr8"	23559839	23560591	5.19952989196264e-08	TRUE	7.84222052256061e-07	2.6	0.0526315789473684	45.6037927532348	5.84425747849139	2100.93634670224	"p15.2"	TRUE	"SEPSECS"	25125847	"-"	35337
"187.chr8.23562475"	"chr8"	23562476	23565175	2.58264151450318e-08	TRUE	5.84298090101592e-05	11	0.666666666666667	15.4133870635268	3.20003387695271	105.761788911298	"q13.3"	TRUE	"CXCL5"	74864055	"-"	-59
"25.chr8.25899335"	"chr8"	25899336	25899692	5.11887290861639e-07	TRUE	1.38783691182407e-08	3	0	Inf	11.0912085887762	Inf	"q21.23"	FALSE	"NKX6-1"	85414702	"-"	11527
"355.chr8.25900562"	"chr8"	25900563	25905842	2.18820695414927e-07	TRUE	4.95217062583074e-05	8	0.538461538461538	13.9025158255254	3.15489681856211	77.7256183027875	"q21.23"	FALSE	"NKX6-1"	85419387	"-"	0
"202.chr8.26721642"	"chr8"	26721643	26724566	1.01579992815092e-07	TRUE	0.00240380521392163	17	1.5	10.7724102835662	1.81107225051286	118.045971312678	"q24"	TRUE	"TACR3"	104640973	"-"	176
"137.chr8.37822486"	"chr8"	37822487	37824008	1.15746217198175e-07	TRUE	1.40710934642703e-06	6.2	0.25	22.7058056174634	4.9300587922517	137.481358099127	"q25"	FALSE	"ELOVL6"	111119820	"-"	-412828
"73.chr8.41424341"	"chr8"	41424342	41425300	1.70141512872959e-07	TRUE	7.24055079234573e-07	5	0.176470588235294	25.8897653843047	5.34696875471149	182.784234213691	"q25"	FALSE	"ELOVL6"	111119820	"-"	-419409
"123.chr8.55366180"	"chr8"	55366181	55367628	6.82030842905097e-08	TRUE	2.93057568107647e-10	5	0	Inf	16.9569384876703	Inf	"q25"	FALSE	"ELOVL6"	111119820	"-"	-430060
"233.chr8.55370170"	"chr8"	55370171	55372525	7.85909803160398e-09	TRUE	2.93057568107647e-10	5	0	Inf	16.9569384876703	Inf	"q25"	FALSE	"ELOVL6"	111119820	"-"	-435146
"138.chr8.57358126"	"chr8"	57358127	57359415	1.70141512872959e-07	TRUE	6.38223082120995e-06	5	0.25	18.5141917044458	4.18714346256947	106.068259550665	"q25"	FALSE	"NEUROG2"	113436632	"-"	4036
"32.chr8.65499748"	"chr8"	65499749	65500145	4.03435779707258e-07	TRUE	2.92547647939137e-06	11	0.428571428571429	23.4940234708046	4.74963783719724	167.819998463876	"q27"	FALSE	"NDNF"	121993673	"-"	0
"253.chr8.70981873"	"chr8"	70981874	70984888	5.11887290861639e-07	TRUE	8.67224972700092e-08	5	0.111111111111111	40.4970792455695	7.09272403721689	446.942070449281	"q28.3"	FALSE	"PCDH10"	134070470	"+"	1193
"82.chr8.72468560"	"chr8"	72468561	72469561	4.03435779707258e-07	TRUE	2.93057568107647e-10	5	0	Inf	16.9569384876703	Inf	"q31.3"	TRUE	"DCHS2"	155254646	"-"	43
"74.chr8.72753874"	"chr8"	72753875	72754755	5.75813055918063e-07	TRUE	1	35	19	1.82100145681964	0.0223044726145793	148.479276099894	"q34.1"	FALSE	"GALNTL6"	172734575	"+"	0
"106.chr8.97156763"	"chr8"	97156764	97158030	3.57660215572434e-07	TRUE	3.20634285266577e-06	3	0.111111111111111	25.0407956616755	4.66060046742043	262.891138275285	"q34.1"	FALSE	"SCRG1"	174320617	"-"	-107275
"56.chr8.97169731"	"chr8"	97169732	97170432	6.72796175443373e-09	TRUE	2.29892390735521e-08	6.2	0.111111111111111	49.3413878144623	8.35770767571307	559.132391609106	"q34.1"	FALSE	"SCRG1"	174320617	"-"	-109770
"73.chr8.99960497"	"chr8"	99960498	99961438	2.46940747134967e-13	TRUE	6.69425816112113e-11	11	0.0526315789473684	166.717038979351	17.7044174054212	8268.41021371672	"q34.1"	FALSE	"SCRG1"	174320617	"-"	-122749
"79.chr8.110986113"	"chr8"	110986114	110986983	1.4410853561162e-08	TRUE	1.38783691182407e-08	3	0	Inf	11.0912085887762	Inf	"q34.1"	FALSE	"SCRG1"	174320617	"-"	-131212
"208.chr8.132052203"	"chr8"	132052204	132054749	2.97814156053645e-08	TRUE	5.8429809010159e-05	17	0.818181818181818	19.3327155784523	3.3880860519688	209.797459654033	"p14"	FALSE	"NWD2"	37246690	"+"	0
"260.chr9.969529"	"chr9"	969530	973276	2.58264151450318e-08	TRUE	0.0192436494323287	17	2.33333333333333	7.00068954873073	1.08544200573297	79.0057813259492	"q21.23"	FALSE	"NKX6-1"	85414702	"-"	10178
"66.chr9.1045541"	"chr9"	1045542	1046394	2.16340206159327e-09	TRUE	5.8429809010159e-05	17	0.818181818181818	19.3327155784523	3.3880860519688	209.797459654033	"q21.23"	FALSE	"NKX6-1"	85414702	"-"	9450
"16.chr9.14349307"	"chr9"	14349308	14349515	2.23669305703057e-08	TRUE	3.99357979686625e-07	4.14285714285714	0.111111111111111	33.927287639466	6.10538589411323	367.198679642719	"q22.2"	FALSE	"ATOH1"	94750078	"+"	0
"90.chr9.19788215"	"chr9"	19788216	19789288	1.15746217198175e-07	TRUE	5.00249268759751e-07	3	0.0526315789473684	52.1912931080709	6.62264445039503	2414.78901323533	"q25"	FALSE	"GIMD1"	107288592	"-"	-667964
"32.chr9.21968358"	"chr9"	21968359	21968728	1.2806757144433e-06	TRUE	1.74481967473321e-09	6.2	0.0526315789473684	101.726253944959	11.9032994887592	4855.96723552285	"q25"	FALSE	"ELOVL6"	111119820	"-"	-420087
"35.chr9.21970913"	"chr9"	21970914	21971190	5.75813055918063e-07	TRUE	3.99357979686625e-07	4.14285714285714	0.111111111111111	33.927287639466	6.10538589411323	367.198679642719	"p15.33"	FALSE	"IRX4"	1878906	"-"	0
"20.chr9.23822412"	"chr9"	23822413	23822667	2.02096816611436e-10	TRUE	2.05875979985123e-07	6.2	0.176470588235294	31.6968933264028	6.29649108617854	233.395467948442	"p15.33"	FALSE	"IRX4"	1879946	"-"	18
"53.chr9.34623512"	"chr9"	34623513	34624081	3.16778322047639e-07	TRUE	7.91255433890644e-09	3.5	0	Inf	12.6567654571029	Inf	"p15.33"	FALSE	"C5orf38"	2752262	"+"	0
"42.chr9.79628910"	"chr9"	79628911	79629393	1.93049976864389e-07	TRUE	6.38223082120995e-06	5	0.25	18.5141917044458	4.18714346256947	106.068259550665	"p15.33"	FALSE	"IRX1"	3596168	"+"	-4168
"23.chr9.79629865"	"chr9"	79629866	79630084	9.16595174371749e-09	TRUE	8.67224972700092e-08	5	0.111111111111111	40.4970792455695	7.09272403721689	446.942070449281	"p15.33"	FALSE	"IRX1"	3596168	"+"	0
"212.chr9.79633326"	"chr9"	79633327	79636030	1.93449969959129e-08	TRUE	3.09159494562639e-06	17	0.538461538461538	28.8353590914709	5.00646670538235	316.739704860453	"p12"	TRUE	"ANXA2R"	43040447	"-"	88037
"53.chr9.98789666"	"chr9"	98789667	98790305	1.93049976864389e-07	TRUE	1.10542881911112e-05	35	0.818181818181818	39.2843347173411	4.69866011940991	1868.92445766763	"p12"	TRUE	"ANXA2R"	43040447	"-"	45511
"49.chr9.99639589"	"chr9"	99639590	99640054	2.55759077588583e-09	TRUE	7.05592452443793e-09	5	0.0526315789473684	83.7494855020111	10.0914607522922	3955.58818369652	"p12"	TRUE	"ANXA2R"	43040447	"-"	45032
"66.chr9.100610696"	"chr9"	100610697	100611517	3.16778322047639e-07	TRUE	6.36562903296682e-08	2.6	0	Inf	9.78276698724936	Inf	"q11.1"	FALSE	"ISL1"	50685480	"+"	0
"115.chr9.104499849"	"chr9"	104499850	104501076	1.14537035425161e-06	TRUE	1.38783691182407e-08	3	0	Inf	11.0912085887762	Inf	"q11.2"	FALSE	"MCIDAS"	54518851	"-"	-204
"104.chr9.122131086"	"chr9"	122131087	122132214	1.93049976864389e-07	TRUE	5.84298090101592e-05	11	0.666666666666667	15.4133870635268	3.20003387695271	105.761788911298	"q12.3"	FALSE	"HTR1A"	63258119	"-"	233
"19.chr9.126101777"	"chr9"	126101778	126102038	1.67082426172136e-08	TRUE	2.05875979985123e-07	6.2	0.176470588235294	31.6968933264028	6.29649108617854	233.395467948442	"q13.2"	FALSE	"TMEM174"	72469887	"+"	59213
"496.chr9.126773246"	"chr9"	126773247	126780953	3.08548644873793e-12	TRUE	1.01462553396473e-07	17	0.333333333333333	45.142317557877	7.5210222998364	517.290801589086	"q14.1"	FALSE	"TBCA"	76987323	"-"	62821
"214.chr9.129386112"	"chr9"	129386113	129389231	6.82030842905097e-08	TRUE	7.05592452443793e-09	5	0.0526315789473684	83.7494855020111	10.0914607522922	3955.58818369652	"q14.1"	FALSE	"TBCA"	76987323	"-"	52027
"96.chr9.135461934"	"chr9"	135461935	135462909	2.18820695414927e-07	TRUE	1.45363316648348e-06	1.76923076923077	0	Inf	6.89597946581901	Inf	"q15"	FALSE	"NR2F1-AS1"	92899169	"-"	-7071
"129.chr1.47696504"	"chr1"	47696505	47698197	1.12174132530654e-05	TRUE	3.74132046792307e-07	2	0	Inf	7.72268911579187	Inf	"q15"	FALSE	"NR2F1"	92929268	"+"	1262
"21.chr1.50881884"	"chr1"	50881885	50882103	3.04070015214816e-06	TRUE	1.13036490555806e-09	4.14285714285714	0	Inf	14.5676380539044	Inf	"q22.3"	TRUE	"KCNN2"	113698016	"+"	0
"23.chr1.50893468"	"chr1"	50893469	50893745	6.77402035823425e-05	TRUE	6.36562903296682e-08	2.6	0	Inf	9.78276698724936	Inf	"q22.3"	TRUE	"CDO1"	115152405	"-"	0
"66.chr1.63795363"	"chr1"	63795364	63796140	2.73653536998483e-06	TRUE	6.36562903296682e-08	2.6	0	Inf	9.78276698724936	Inf	"q23.1"	FALSE	"ARL14EPL"	115387163	"+"	-88026
"86.chr1.91300979"	"chr1"	91300980	91301891	2.46094531346419e-06	TRUE	5.00249268759751e-07	3	0.0526315789473684	52.1912931080709	6.62264445039503	2414.78901323533	"q23.2"	TRUE	"PPIC"	122372425	"-"	-58252
"36.chr1.119522385"	"chr1"	119522386	119522638	7.60020041349273e-06	TRUE	1.45363316648348e-06	1.76923076923077	0	Inf	6.89597946581901	Inf	"q23.3"	FALSE	"ADAMTS19"	128796103	"+"	0
"38.chr1.170630456"	"chr1"	170630457	170630851	1.23437967838731e-05	TRUE	1.45363316648348e-06	1.76923076923077	0	Inf	6.89597946581901	Inf	"q31.1"	TRUE	"TCF7"	133451298	"+"	-38
"48.chr1.207842805"	"chr1"	207842806	207843259	7.60020041349273e-06	TRUE	3.74132046792307e-07	2	0	Inf	7.72268911579187	Inf	"q31.1"	TRUE	"CATSPER3"	134347211	"+"	27175
"42.chr1.214153214"	"chr1"	214153215	214153668	4.81655766707962e-05	TRUE	6.36562903296682e-08	2.6	0	Inf	9.78276698724936	Inf	"q31.1"	TRUE	"TIFAB"	134788089	"-"	-37310
"40.chr1.214158726"	"chr1"	214158727	214159080	9.24555892594049e-06	TRUE	1.38783691182407e-08	3	0	Inf	11.0912085887762	Inf	"q31.2"	FALSE	"SPOCK1"	136834247	"-"	0
"29.chr1.224805408"	"chr1"	224805409	224805853	5.63582848774565e-06	TRUE	3.74132046792307e-07	2	0	Inf	7.72268911579187	Inf	"q31.3"	TRUE	"PCDHB9"	140566701	"+"	1516
"194.chr1.240254959"	"chr1"	240254960	240257063	6.88387402211746e-06	TRUE	1.148345055953e-07	2.27272727272727	0	Inf	8.67324298627381	Inf	"q31.3"	TRUE	"PCDHGA10"	140792743	"+"	1616
"166.chr10.25463756"	"chr10"	25463757	25465639	3.04070015214816e-06	TRUE	1.13036490555806e-09	4.14285714285714	0	Inf	14.5676380539044	Inf	"q31.3"	TRUE	"PCDHGB7"	140797260	"+"	0
"75.chr10.57390343"	"chr10"	57390344	57391215	5.63582848774565e-06	TRUE	9.58298247712e-08	3.5	0.0526315789473684	60.2886057931336	7.55088948205361	2804.52138894319	"q31.3"	TRUE	"PCDHGA11"	140800537	"+"	224
"42.chr10.94180315"	"chr10"	94180316	94180754	4.81655766707962e-05	TRUE	7.84222052256061e-07	2.6	0.0526315789473684	45.6037927532348	5.84425747849139	2100.93634670224	"q32"	FALSE	"POU4F3"	145718587	"+"	0
"173.chr10.94833272"	"chr10"	94833273	94835256	5.09411269706094e-06	TRUE	3.74132046792307e-07	2	0	Inf	7.72268911579187	Inf	"q32"	FALSE	"POU4F3"	145719111	"+"	3357
"27.chr10.102590122"	"chr10"	102590123	102590402	3.39411356196178e-05	TRUE	6.36562903296682e-08	2.6	0	Inf	9.78276698724936	Inf	"q33.3"	FALSE	"EBF1"	158526788	"-"	-587
"49.chr10.102899822"	"chr10"	102899823	102900263	2.59464608806735e-05	TRUE	1.45363316648348e-06	1.76923076923077	0	Inf	6.89597946581901	Inf	"q35.1"	FALSE	"RANBP17"	170725766	"+"	9404
"403.chr10.102984182"	"chr10"	102984183	102990063	5.63582848774565e-06	TRUE	5.00249268759751e-07	3	0.0526315789473684	52.1912931080709	6.62264445039503	2414.78901323533	"q35.1"	FALSE	"RANBP17"	170725766	"+"	15838
"80.chr10.109674196"	"chr10"	109674197	109674964	4.15308048783565e-06	TRUE	3.74132046792307e-07	2	0	Inf	7.72268911579187	Inf	"q35.1"	FALSE	"RANBP17"	170725766	"+"	17413
"36.chr10.118892161"	"chr10"	118892162	118892639	9.24555892594049e-06	TRUE	3.74132046792307e-07	2	0	Inf	7.72268911579187	Inf	"q35.1"	FALSE	"BNIP1"	172590728	"+"	68322
"64.chr11.14995128"	"chr11"	14995129	14995908	2.46094531346419e-06	TRUE	1.38783691182407e-08	3	0	Inf	11.0912085887762	Inf	"q35.1"	FALSE	"STC2"	172745252	"-"	73428
"41.chr12.54321301"	"chr12"	54321302	54321721	5.71835579063673e-05	TRUE	1.148345055953e-07	2.27272727272727	0	Inf	8.67324298627381	Inf	"q35.1"	FALSE	"STC2"	172745252	"-"	72281
"33.chr12.54338761"	"chr12"	54338762	54339168	4.04787724596136e-05	TRUE	1.148345055953e-07	2.27272727272727	0	Inf	8.67324298627381	Inf	"q35.2"	FALSE	"MIR4634"	174178737	"+"	-26373
"48.chr12.54424610"	"chr12"	54424611	54425173	0.000262759177537031	TRUE	1.148345055953e-07	2.27272727272727	0	Inf	8.67324298627381	Inf	"q35.2"	FALSE	"MIR4634"	174178737	"+"	-19008
"46.chr12.114838312"	"chr12"	114838313	114838889	0.0082868487413379	TRUE	1.45363316648348e-06	1.76923076923077	0	Inf	6.89597946581901	Inf	"p15.1"	FALSE	"MARCH11"	16179897	"-"	0
"124.chr12.130387609"	"chr12"	130387610	130389139	4.60122740504322e-06	TRUE	6.36562903296682e-08	2.6	0	Inf	9.78276698724936	Inf	"p13.2"	FALSE	"GDNF"	37834924	"-"	0
"70.chr13.28491488"	"chr13"	28491489	28492518	4.15308048783565e-06	TRUE	7.91255433890644e-09	3.5	0	Inf	12.6567654571029	Inf	"p12"	TRUE	"HCN1"	45696220	"-"	0
"29.chr13.28502362"	"chr13"	28502363	28502744	5.09411269706094e-06	TRUE	6.36562903296682e-08	2.6	0	Inf	9.78276698724936	Inf	"q11.2"	FALSE	"MCIDAS"	54516634	"-"	0
"23.chr13.88326600"	"chr13"	88326601	88326919	1.12174132530654e-05	TRUE	9.28699433333137e-07	3.5	0.111111111111111	28.96665481259	5.31276612195656	307.598507732361	"q13.3"	TRUE	"CRHBP"	76249854	"+"	0
"61.chr13.100641334"	"chr13"	100641335	100642188	1.23437967838731e-05	TRUE	1.148345055953e-07	2.27272727272727	0	Inf	8.67324298627381	Inf	"q14.1"	FALSE	"TBCA"	76987323	"-"	50339
"27.chr14.21091094"	"chr14"	21091095	21091439	8.385404969154e-06	TRUE	1.45363316648348e-06	1.76923076923077	0	Inf	6.89597946581901	Inf	"q14.3"	FALSE	"MIR9-2"	87962757	"-"	6893
"19.chr14.21100838"	"chr14"	21100839	21101043	1.23437967838731e-05	TRUE	1.45363316648348e-06	1.76923076923077	0	Inf	6.89597946581901	Inf	"q14.3"	FALSE	"MIR9-2"	87962757	"-"	-7204
"30.chr14.26674163"	"chr14"	26674164	26674478	6.23081652831968e-06	TRUE	1.45363316648348e-06	1.76923076923077	0	Inf	6.89597946581901	Inf	"q14.3"	FALSE	"MIR9-2"	87962757	"-"	-11195
"23.chr14.29247324"	"chr14"	29247325	29247624	6.22554995146909e-05	TRUE	1.148345055953e-07	2.27272727272727	0	Inf	8.67324298627381	Inf	"q23.1"	FALSE	"SEMA6A"	115910551	"-"	-1451
"62.chr14.36973169"	"chr14"	36973170	36973740	3.39411356196178e-05	TRUE	1.45363316648348e-06	1.76923076923077	0	Inf	6.89597946581901	Inf	"q31.1"	TRUE	"TIFAB"	134788089	"-"	-36843
"160.chr14.52534581"	"chr14"	52534582	52536722	2.83933574142648e-05	TRUE	1.148345055953e-07	2.27272727272727	0	Inf	8.67324298627381	Inf	"q31.1"	TRUE	"FBXL21"	135266006	"+"	0
"111.chr14.52734207"	"chr14"	52734208	52735486	6.88387402211746e-06	TRUE	5.00249268759751e-07	3	0.0526315789473684	52.1912931080709	6.62264445039503	2414.78901323533	"q31.3"	TRUE	"PCDHGB3"	140749962	"+"	89
"49.chr14.97058943"	"chr14"	97058944	97059522	2.83933574142648e-05	TRUE	1.45363316648348e-06	1.76923076923077	0	Inf	6.89597946581901	Inf	"q31.3"	TRUE	"PCDHGC3"	140855569	"+"	0
"77.chr15.45408573"	"chr15"	45408574	45409528	2.16282812419999e-05	TRUE	7.84222052256061e-07	2.6	0.0526315789473684	45.6037927532348	5.84425747849139	2100.93634670224	"q35.2"	FALSE	"MIR4634"	174178737	"+"	-15894
"22.chr15.65197799"	"chr15"	65197800	65198063	0.000165588181466422	TRUE	5.00249268759751e-07	3	0.0526315789473684	52.1912931080709	6.62264445039503	2414.78901323533	"p25.1"	FALSE	"F13A1"	6146005	"-"	140880
"28.chr15.75251467"	"chr15"	75251468	75251773	0.000243593016794419	TRUE	1.148345055953e-07	2.27272727272727	0	Inf	8.67324298627381	Inf	"p24.3"	TRUE	"TFAP2A"	10398938	"-"	7840
"79.chr15.89914363"	"chr15"	89914364	89915061	2.36963094154519e-05	TRUE	7.91255433890644e-09	3.5	0	Inf	12.6567654571029	Inf	"p22.1"	TRUE	"HIST1H2BL"	27775709	"-"	127704
"109.chr15.90357402"	"chr15"	90357403	90358573	9.44454229655531e-05	TRUE	3.74132046792307e-07	2	0	Inf	7.72268911579187	Inf	"p22.1"	TRUE	"SCAND3"	28555112	"-"	-226746
"63.chr16.3220438"	"chr16"	3220439	3221356	4.60122740504322e-06	TRUE	7.91255433890644e-09	3.5	0	Inf	12.6567654571029	Inf	"p22.1"	TRUE	"SCAND3"	28555112	"-"	-400995
"31.chr16.3550108"	"chr16"	3550109	3550346	4.4167713243705e-05	TRUE	7.84222052256061e-07	2.6	0.0526315789473684	45.6037927532348	5.84425747849139	2100.93634670224	"p21.1"	FALSE	"RSPH9"	43612767	"+"	0
"135.chr16.6068914"	"chr16"	6068915	6070401	1.23437967838731e-05	TRUE	7.84222052256061e-07	2.6	0.0526315789473684	45.6037927532348	5.84425747849139	2100.93634670224	"p12.3"	FALSE	"TFAP2B"	50810805	"+"	0
"21.chr16.11327008"	"chr16"	11327009	11327234	0.000193518969796467	TRUE	7.84222052256061e-07	2.6	0.0526315789473684	45.6037927532348	5.84425747849139	2100.93634670224	"p12.3"	FALSE	"TFAP2B"	50810805	"+"	2510
"21.chr16.54316903"	"chr16"	54316904	54317149	2.46094531346419e-06	TRUE	1.40710934642703e-06	6.2	0.25	22.7058056174634	4.9300587922517	137.481358099127	"q14.1"	FALSE	"HTR1B"	78173120	"-"	0
"179.chr16.54970301"	"chr16"	54970302	54972846	2.73653536998483e-06	TRUE	2.54122776916202e-08	4.14285714285714	0.0526315789473684	70.4890519842793	8.68230189389187	3301.23298905306	"q14.3"	FALSE	"TBX18"	85473954	"-"	-8616
"18.chr16.55365814"	"chr16"	55365815	55366022	1.49185712473251e-05	TRUE	5.00249268759751e-07	3	0.0526315789473684	52.1912931080709	6.62264445039503	2414.78901323533	"q16.3"	FALSE	"SIM1"	100896128	"-"	66
"119.chr16.86549069"	"chr16"	86549070	86550512	9.24555892594049e-06	TRUE	1.38783691182407e-08	3	0	Inf	11.0912085887762	Inf	"q16.3"	FALSE	"SIM1"	100901720	"-"	-4233
"44.chr17.46655215"	"chr17"	46655216	46655604	2.59464608806735e-05	TRUE	1.45363316648348e-06	1.76923076923077	0	Inf	6.89597946581901	Inf	"q16.3"	FALSE	"ASCC3"	101329248	"-"	-517519
"26.chr17.70111979"	"chr17"	70111980	70112308	8.00715293391459e-05	TRUE	6.36562903296682e-08	2.6	0	Inf	9.78276698724936	Inf	"q16.3"	FALSE	"LIN28B"	105404923	"+"	-3774
"124.chr18.8608763"	"chr18"	8608764	8610370	1.35745713638552e-05	TRUE	1.148345055953e-07	2.27272727272727	0	Inf	8.67324298627381	Inf	"q21"	FALSE	"ATG5"	106634551	"-"	200092
"45.chr18.31739047"	"chr18"	31739048	31739522	8.6985065293188e-05	TRUE	1.45363316648348e-06	1.76923076923077	0	Inf	6.89597946581901	Inf	"q21"	FALSE	"OSTM1"	108395941	"-"	-42058
"94.chr18.44336183"	"chr18"	44336184	44337110	0.000102491651152593	TRUE	3.74132046792307e-07	2	0	Inf	7.72268911579187	Inf	"q21"	FALSE	"OSTM1"	108395941	"-"	-89731
"32.chr18.49868377"	"chr18"	49868378	49868759	6.88387402211746e-06	TRUE	1.38783691182407e-08	3	0	Inf	11.0912085887762	Inf	"q23.3"	FALSE	"OLIG3"	137815531	"-"	329
"161.chr18.56939624"	"chr18"	56939625	56941540	7.60020041349273e-06	TRUE	6.36562903296682e-08	2.6	0	Inf	9.78276698724936	Inf	"q24.1"	FALSE	"VTA1"	142468299	"+"	-58187
"76.chr19.22805800"	"chr19"	22805801	22806721	1.12174132530654e-05	TRUE	1.148345055953e-07	2.27272727272727	0	Inf	8.67324298627381	Inf	"q27"	FALSE	"LINC00473"	166401527	"-"	0
"80.chr19.10397603"	"chr19"	10397604	10398703	4.60122740504322e-06	TRUE	5.00249268759751e-07	3	0.0526315789473684	52.1912931080709	6.62264445039503	2414.78901323533	"q27"	FALSE	"T"	166580344	"-"	0
