chr	start	end	fisher.p.value	tmr.ratio	nor.ratio	OR	CI_95_L	CI_95_H	cytoband	DM.band.	CpGi	DM.island.	closest.TSS	pos	dir	dist	overlapped.TSS	overlapped.pos	ovrl.dir	norm.700.reads.min	norm.700.reads.25q	norm.700.reads.med	norm.700.reads.75q	norm.700.reads.max	tumor.700.reads.min	tumor.700.reads.25q	tumor.700.reads.med	tumor.700.reads.75q	tumor.700.reads.max
chr14	36993601	36993700	2.98264746692855e-10	0.72	0	Inf	13.1690445571671	Inf	q13.3	TRUE	CpG: 70.chr14.36993488	TRUE	NKX2-1	36989430	-	-4170	SFTA3, NKX2-1	36988817, 36989430	-, -	0	4	6	8	17	0	20	29.5	49.75	160
chr14	36993701	36993800	2.98264746692855e-10	0.72	0	Inf	13.1690445571671	Inf	q13.3	TRUE	CpG: 70.chr14.36993488	TRUE	NKX2-1	36989430	-	-4270	SFTA3, NKX2-1	36988817, 36989430	-, -	0	4	7	11	18	0	20.5	30.5	51.5	160
chr14	36993801	36993900	1.38194220739623e-10	0.74	0	Inf	14.4338671948594	Inf	q13.3	TRUE	CpG: 70.chr14.36993488	TRUE	NKX2-1	36989430	-	-4370	SFTA3, NKX2-1	36988817, 36989430	-, -	0	4	7	11	29	0	20.25	31	53.5	180
chr14	36993901	36994000	1.38194220739623e-10	0.74	0	Inf	14.4338671948594	Inf	q13.3	TRUE	CpG: 70.chr14.36993488	TRUE	NKX2-1	36989430	-	-4470	SFTA3, NKX2-1	36988817, 36989430	-, -	0	5	7	8	32	2	20	29.5	51	186
chr14	38678701	38678800	8.88360957845229e-11	0.94	0.2	56.2078760961098	11.6432755668778	408.89675902401	q21.1	FALSE	CpG: 187.chr14.38678245	TRUE	SSTR1	38677204	+	1496	SSTR1	38677204	+	0	4	10	25	59	3	19.5	41	70.25	174
chr14	38724201	38724300	3.20842014340376e-10	0.78	0.04	78.9053616466483	10.6781983320746	3503.52686079878	q21.1	FALSE	NA	NA	CLEC14A	38725575	-	1274	CLEC14A	38725575	-	1	3	5	8	32	0	17.25	26	38	124
chr14	38724301	38724400	1.5465108320584e-09	0.8	0.08	42.7909294467574	8.487997443863	433.284722627506	q21.1	FALSE	CpG: 109.chr14.38724254	TRUE	CLEC14A	38725575	-	1174	CLEC14A	38725575	-	1	3	5	7	40	0	20.25	27.5	38.5	135
chr14	38724401	38724500	3.88355353403929e-11	0.86	0.08	64.0101891823486	12.0659412433866	667.703773471697	q21.1	FALSE	CpG: 109.chr14.38724254	TRUE	CLEC14A	38725575	-	1074	CLEC14A	38725575	-	1	4	7	9	45	0	24.25	32	46.75	166
chr14	38724501	38724600	3.88355353403929e-11	0.86	0.08	64.0101891823486	12.0659412433866	667.703773471697	q21.1	FALSE	CpG: 109.chr14.38724254	TRUE	CLEC14A	38725575	-	974	CLEC14A	38725575	-	1	3	6	10	43	0	23	35.5	56	193
chr14	38724601	38724700	3.88355353403929e-11	0.86	0.08	64.0101891823486	12.0659412433866	667.703773471697	q21.1	FALSE	CpG: 109.chr14.38724254	TRUE	CLEC14A	38725575	-	874	CLEC14A	38725575	-	0	3	6	11	47	0	23.5	37	58.25	199
chr14	38724701	38724800	9.453240449212e-12	0.88	0.08	75.3789325546819	13.8457307338459	828.848319427801	q21.1	FALSE	CpG: 109.chr14.38724254	TRUE	CLEC14A	38725575	-	774	CLEC14A	38725575	-	0	3	5	10	48	0	24.5	37	57.5	198
chr14	38724801	38724900	1.5465108320584e-09	0.8	0.08	42.7909294467574	8.487997443863	433.284722627506	q21.1	FALSE	CpG: 109.chr14.38724254	TRUE	CLEC14A	38725575	-	674	CLEC14A	38725575	-	0	2	4	8	47	0	18.25	28.5	47	156
chr14	38724901	38725000	1.22651686533341e-09	0.76	0.04	70.8881388973918	9.66944701735788	3140.66464310385	q21.1	FALSE	CpG: 109.chr14.38724254	TRUE	CLEC14A	38725575	-	574	CLEC14A	38725575	-	0	1	5	8	41	0	15	23.5	44	124
chr14	42077101	42077200	1.08574896162748e-09	0.7	0	Inf	12.0514506006612	Inf	q21.1	FALSE	NA	NA	LRFN5	42076764	+	336	LRFN5	42076764	+	0	1	3	5	16	0	8.25	21	37.5	95
chr14	42077201	42077300	3.52259778355903e-11	0.76	0	Inf	15.8789867362098	Inf	q21.1	FALSE	NA	NA	LRFN5	42076764	+	436	LRFN5	42076764	+	0	2	3	5	12	0	11.25	27.5	52.25	145
chr14	42077301	42077400	3.52259778355903e-11	0.76	0	Inf	15.8789867362098	Inf	q21.1	FALSE	NA	NA	LRFN5	42076764	+	536	LRFN5	42076764	+	0	2	3	5	18	0	16	38	63.75	227
chr14	42077401	42077500	3.52259778355903e-11	0.76	0	Inf	15.8789867362098	Inf	q21.1	FALSE	NA	NA	LRFN5	42076764	+	636	LRFN5	42076764	+	0	2	3	5	19	0	16.25	37.5	63.75	232
chr14	42077501	42077600	1.38194220739623e-10	0.74	0	Inf	14.4338671948594	Inf	q21.1	FALSE	NA	NA	LRFN5	42076764	+	736	LRFN5	42076764	+	0	2	3	7	22	0	16.25	36.5	62.5	232
chr14	42077601	42077700	1.38194220739623e-10	0.74	0	Inf	14.4338671948594	Inf	q21.1	FALSE	NA	NA	LRFN5	42076764	+	836	LRFN5	42076764	+	0	2	3	7	21	0	14	36.5	58.5	222
chr14	42077701	42077800	1.08574896162748e-09	0.7	0	Inf	12.0514506006612	Inf	q21.1	FALSE	NA	NA	LRFN5	42076764	+	936	LRFN5	42076764	+	0	1	3	6	20	0	10	23.5	47.25	213
chr14	48143301	48143400	1.22651686533341e-09	0.76	0.04	70.8881388973918	9.66944701735788	3140.66464310385	q21.3	FALSE	NA	NA	MDGA2	48144157	-	756	MDGA2	48144157	-	0	2	6	9	36	2	12.25	29	44.25	140
chr14	48143401	48143500	3.20842014340376e-10	0.78	0.04	78.9053616466483	10.6781983320746	3503.52686079878	q21.3	FALSE	NA	NA	MDGA2	48144157	-	656	MDGA2	48144157	-	0	2	7	9	29	2	18	31	49	156
chr14	52534601	52534700	1.08574896162748e-09	0.7	0	Inf	12.0514506006612	Inf	q22.1	FALSE	CpG: 160.chr14.52534581	TRUE	NID2	52535946	-	1245	NID2	52535946	-	0	1	1	3	9	0	11.25	20	32	164
chr14	52534701	52534800	2.98264746692855e-10	0.72	0	Inf	13.1690445571671	Inf	q22.1	FALSE	CpG: 160.chr14.52534581	TRUE	NID2	52535946	-	1145	NID2	52535946	-	0	0	1	3	12	0	12	20	38.75	160
chr14	52534801	52534900	1.38194220739623e-10	0.74	0	Inf	14.4338671948594	Inf	q22.1	FALSE	CpG: 160.chr14.52534581	TRUE	NID2	52535946	-	1045	NID2	52535946	-	0	0	1	3	12	0	16	23	40.75	216
chr14	52534901	52535000	1.38194220739623e-10	0.74	0	Inf	14.4338671948594	Inf	q22.1	FALSE	CpG: 160.chr14.52534581	TRUE	NID2	52535946	-	945	NID2	52535946	-	0	0	1	2	12	0	17.25	26	51.25	234
chr14	52734501	52734600	2.98264746692855e-10	0.72	0	Inf	13.1690445571671	Inf	q22.1	FALSE	CpG: 111.chr14.52734207	TRUE	PTGDR	52734431	+	69	PTGDR	52734431	+	0	1	5	6	23	0	16.25	24.5	40.75	146
chr14	52734901	52735000	2.98264746692855e-10	0.72	0	Inf	13.1690445571671	Inf	q22.1	FALSE	CpG: 111.chr14.52734207	TRUE	PTGDR	52734431	+	469	PTGDR	52734431	+	0	0	3	5	24	0	16.25	27	49.5	184
chr14	57261401	57261500	1.38194220739623e-10	0.74	0	Inf	14.4338671948594	Inf	q22.3	FALSE	CpG: 98.chr14.57260878	TRUE	OTX2	57277194	-	15693	NA	NA	NA	0	1	4	9	22	0	16.5	26	41.25	126
chr14	57261501	57261600	3.52259778355903e-11	0.76	0	Inf	15.8789867362098	Inf	q22.3	FALSE	CpG: 98.chr14.57260878	TRUE	OTX2	57277194	-	15593	NA	NA	NA	0	1	5	10	21	0	18.25	29.5	47	132
chr14	57261601	57261700	8.66448648556534e-12	0.84	0.04	113.949251987501	14.8727175768086	5104.50600631386	q22.3	FALSE	CpG: 98.chr14.57260878	TRUE	OTX2	57277194	-	15493	NA	NA	NA	0	2	5	11	18	0	19.25	32	45	141
chr14	57261701	57261800	2.21412431660222e-12	0.86	0.04	131.687196050845	16.8767041097356	5921.64630215503	q22.3	FALSE	CpG: 98.chr14.57260878	TRUE	OTX2	57277194	-	15393	NA	NA	NA	0	2	5	11	19	0	20.25	31.5	46	131
chr14	57261801	57261900	5.10802873635223e-13	0.88	0.04	154.746002475729	19.3698177844685	6987.80566024278	q22.3	FALSE	CpG: 98.chr14.57260878	TRUE	OTX2	57277194	-	15293	NA	NA	NA	0	2	5	12	20	0	21.25	34	48.25	139
chr14	57261901	57262000	5.10802873635223e-13	0.88	0.04	154.746002475729	19.3698177844685	6987.80566024278	q22.3	FALSE	CpG: 98.chr14.57260878	TRUE	OTX2	57277194	-	15193	NA	NA	NA	0	3	5	12	18	0	22	32	48.5	134
chr14	57262001	57262100	5.10802873635223e-13	0.88	0.04	154.746002475729	19.3698177844685	6987.80566024278	q22.3	FALSE	CpG: 98.chr14.57260878	TRUE	OTX2	57277194	-	15093	NA	NA	NA	0	2	5	9	17	0	26.25	38	51.75	136
chr14	57262101	57262200	6.40035936145176e-14	0.86	0	Inf	27.8309764505005	Inf	q22.3	FALSE	NA	NA	OTX2	57277194	-	14993	NA	NA	NA	0	2	4	7	17	0	24	34.5	49	128
chr14	57262201	57262300	1.14246414601915e-11	0.78	0	Inf	17.543080161823	Inf	q22.3	FALSE	NA	NA	OTX2	57277194	-	14893	NA	NA	NA	0	1	4	6	13	0	18.25	26	38.75	100
chr14	57274701	57274800	3.88355353403929e-11	0.86	0.08	64.0101891823486	12.0659412433866	667.703773471697	q22.3	FALSE	CpG: 176.chr14.57274607	TRUE	OTX2	57277194	-	2393	OTX2-AS1, OTX2	57278724, 57277194	+, -	0	2	6	12	43	5	28	43.5	62.75	353
chr14	57274801	57274900	2.0385860957949e-12	0.9	0.08	90.8305887990004	16.11020592739	1007.59948513629	q22.3	FALSE	CpG: 176.chr14.57274607	TRUE	OTX2	57277194	-	2293	OTX2-AS1, OTX2	57278724, 57277194	+, -	0	3	8	14	43	6	29.25	54.5	72.5	393
chr14	57274901	57275000	2.0385860957949e-12	0.9	0.08	90.8305887990004	16.11020592739	1007.59948513629	q22.3	FALSE	CpG: 176.chr14.57274607	TRUE	OTX2	57277194	-	2193	OTX2-AS1, OTX2	57278724, 57277194	+, -	0	3	7	14	43	6	29.5	52.5	78	399
chr14	57275001	57275100	2.70319611470623e-10	0.9	0.16	42.9965611963169	9.85599884808215	250.15724030789	q22.3	FALSE	CpG: 176.chr14.57274607	TRUE	OTX2	57277194	-	2093	OTX2-AS1, OTX2	57278724, 57277194	+, -	1	4	7	14	45	6	31	51.5	78.5	417
chr14	57275101	57275200	5.62621314306073e-11	0.92	0.16	54.1409063698094	11.6839034885156	344.496378038746	q22.3	FALSE	CpG: 176.chr14.57274607	TRUE	OTX2	57277194	-	1993	OTX2-AS1, OTX2	57278724, 57277194	+, -	2	5	10	22	49	5	36	55.5	90.75	444
chr14	57275201	57275300	5.62621314306073e-11	0.92	0.16	54.1409063698094	11.6839034885156	344.496378038746	q22.3	FALSE	CpG: 176.chr14.57274607	TRUE	OTX2	57277194	-	1893	OTX2-AS1, OTX2	57278724, 57277194	+, -	1	6	12	24	51	5	36.25	61.5	93	443
chr14	57276101	57276200	3.52259778355903e-11	0.76	0	Inf	15.8789867362098	Inf	q22.3	FALSE	CpG: 176.chr14.57274607	TRUE	OTX2	57277194	-	993	OTX2-AS1, OTX2	57278724, 57277194	+, -	0	1	4	7	14	0	13	25	40.25	118
chr14	57276201	57276300	3.49086266839181e-12	0.8	0	Inf	19.4826775880226	Inf	q22.3	FALSE	CpG: 176.chr14.57274607	TRUE	OTX2	57277194	-	893	OTX2-AS1, OTX2	57278724, 57277194	+, -	0	1	4	7	17	0	16.25	30.5	44	147
chr14	57276301	57276400	3.49086266839181e-12	0.8	0	Inf	19.4826775880226	Inf	q22.3	FALSE	CpG: 176.chr14.57274607	TRUE	OTX2	57277194	-	793	OTX2-AS1, OTX2	57278724, 57277194	+, -	0	2	5	10	20	0	21.25	33.5	52.75	167
chr14	57276401	57276500	4.51638261392762e-16	0.92	0	Inf	44.5331061853533	Inf	q22.3	FALSE	CpG: 176.chr14.57274607	TRUE	OTX2	57277194	-	693	OTX2-AS1, OTX2	57278724, 57277194	+, -	0	4	6	9	26	0	28.5	37.5	66	240
chr14	57276501	57276600	4.51638261392762e-16	0.92	0	Inf	44.5331061853533	Inf	q22.3	FALSE	CpG: 176.chr14.57274607	TRUE	OTX2	57277194	-	593	OTX2-AS1, OTX2	57278724, 57277194	+, -	0	2	5	9	25	0	34.25	44.5	71.5	244
chr14	57276601	57276700	4.51638261392762e-16	0.92	0	Inf	44.5331061853533	Inf	q22.3	FALSE	CpG: 176.chr14.57274607	TRUE	OTX2	57277194	-	493	OTX2-AS1, OTX2	57278724, 57277194	+, -	0	2	5	9	23	0	29.5	41	68.25	234
chr14	57276701	57276800	2.70982956835662e-15	0.9	0	Inf	37.4025410627682	Inf	q22.3	FALSE	CpG: 176.chr14.57274607	TRUE	OTX2	57277194	-	393	OTX2-AS1, OTX2	57278724, 57277194	+, -	0	2	4	8	20	0	26	37	62	196
chr14	57276801	57276900	6.40035936145176e-14	0.86	0	Inf	27.8309764505005	Inf	q22.3	FALSE	NA	NA	OTX2	57277194	-	293	OTX2-AS1, OTX2	57278724, 57277194	+, -	0	2	4	8	20	0	24.5	35.5	63.5	190
chr14	57276901	57277000	1.38194220739623e-10	0.74	0	Inf	14.4338671948594	Inf	q22.3	FALSE	NA	NA	OTX2	57277194	-	193	OTX2-AS1, OTX2	57278724, 57277194	+, -	0	2	4	9	17	0	23.25	33	61.75	190
chr14	57283701	57283800	1.22651686533341e-09	0.76	0.04	70.8881388973918	9.66944701735788	3140.66464310385	q22.3	FALSE	NA	NA	OTX2-AS1	57278724	+	4976	OTX2-AS1, OTX2	57278724, 57277194	+, -	0	2	4	7	30	0	16.25	24	41	194
chr14	57283801	57283900	1.22651686533341e-09	0.76	0.04	70.8881388973918	9.66944701735788	3140.66464310385	q22.3	FALSE	NA	NA	OTX2-AS1	57278724	+	5076	OTX2-AS1, OTX2	57278724, 57277194	+, -	0	2	4	8	30	0	16.25	24	41.25	198
chr14	57283901	57284000	1.22651686533341e-09	0.76	0.04	70.8881388973918	9.66944701735788	3140.66464310385	q22.3	FALSE	NA	NA	OTX2-AS1	57278724	+	5176	OTX2-AS1, OTX2	57278724, 57277194	+, -	0	2	4	8	29	0	16.25	24.5	39.25	198
chr14	60973501	60973600	3.52259778355903e-11	0.76	0	Inf	15.8789867362098	Inf	q23.1	FALSE	NA	NA	SIX6	60975938	+	-2337	SIX6	60975938	+	0	2	3	7	12	9	15.5	31	47.75	130
chr14	60973601	60973700	2.70982956835662e-15	0.9	0	Inf	37.4025410627682	Inf	q23.1	FALSE	NA	NA	SIX6	60975938	+	-2237	SIX6	60975938	+	0	2	3	9	41	9	20.25	37	51.75	182
chr14	60973701	60973800	4.51638261392762e-16	0.92	0	Inf	44.5331061853533	Inf	q23.1	FALSE	NA	NA	SIX6	60975938	+	-2137	SIX6	60975938	+	0	2	5	9	41	14	29.25	46.5	70.5	262
chr14	60973801	60973900	6.22949326058992e-17	0.94	0	Inf	54.5880567219852	Inf	q23.1	FALSE	CpG: 32.chr14.60973772	TRUE	SIX6	60975938	+	-2037	SIX6	60975938	+	0	3	5	9	41	14	28	42	69.5	264
chr14	60973901	60974000	4.51638261392762e-16	0.92	0	Inf	44.5331061853533	Inf	q23.1	FALSE	CpG: 32.chr14.60973772	TRUE	SIX6	60975938	+	-1937	SIX6	60975938	+	0	4	6	9	41	12	28.25	40	67.5	260
chr14	60974001	60974100	2.70982956835662e-15	0.9	0	Inf	37.4025410627682	Inf	q23.1	FALSE	CpG: 32.chr14.60973772	TRUE	SIX6	60975938	+	-1837	SIX6	60975938	+	0	4	5	10	41	10	27.5	44	73	262
chr14	60974101	60974200	2.70982956835662e-15	0.9	0	Inf	37.4025410627682	Inf	q23.1	FALSE	NA	NA	SIX6	60975938	+	-1737	SIX6	60975938	+	0	3	5	10	38	7	25	41	64	234
chr14	60974201	60974300	6.40035936145176e-14	0.86	0	Inf	27.8309764505005	Inf	q23.1	FALSE	NA	NA	SIX6	60975938	+	-1637	SIX6	60975938	+	0	2	4	9	38	5	20.25	32.5	53.5	188
chr14	60975801	60975900	1.08574896162748e-09	0.7	0	Inf	12.0514506006612	Inf	q23.1	FALSE	CpG: 178.chr14.60975732	TRUE	SIX6	60975938	+	-37	SIX6	60975938	+	0	1	2	7	22	0	14.25	28.5	46.25	200
chr14	60976001	60976100	1.14246414601915e-11	0.78	0	Inf	17.543080161823	Inf	q23.1	FALSE	CpG: 178.chr14.60975732	TRUE	SIX6	60975938	+	62	SIX6	60975938	+	0	1	4	8	25	0	15	30.5	47	210
chr14	60976101	60976200	8.66448648556534e-12	0.84	0.04	113.949251987501	14.8727175768086	5104.50600631386	q23.1	FALSE	CpG: 178.chr14.60975732	TRUE	SIX6	60975938	+	162	SIX6	60975938	+	0	2	4	8	24	0	19.25	35.5	59	226
chr14	60976201	60976300	8.66448648556534e-12	0.84	0.04	113.949251987501	14.8727175768086	5104.50600631386	q23.1	FALSE	CpG: 178.chr14.60975732	TRUE	SIX6	60975938	+	262	SIX6	60975938	+	0	3	6	8	43	0	22.25	40	66	258
chr14	60976301	60976400	3.10657442506465e-11	0.82	0.04	99.8679694024754	13.2212475876335	4458.66901990027	q23.1	FALSE	CpG: 178.chr14.60975732	TRUE	SIX6	60975938	+	362	SIX6	60975938	+	0	3	5	9	43	0	25.25	36	70.5	216
chr14	60976401	60976500	1.03229796051015e-10	0.8	0.04	88.4116797580988	11.8492400110969	3935.61800127029	q23.1	FALSE	CpG: 178.chr14.60975732	TRUE	SIX6	60975938	+	462	SIX6	60975938	+	0	3	5	9	40	4	26	36.5	79.25	213
chr14	60976501	60976600	1.03229796051015e-10	0.8	0.04	88.4116797580988	11.8492400110969	3935.61800127029	q23.1	FALSE	CpG: 178.chr14.60975732	TRUE	SIX6	60975938	+	562	SIX6	60975938	+	0	2	5	10	31	3	23	34	70	201
chr14	60976601	60976700	1.03229796051015e-10	0.8	0.04	88.4116797580988	11.8492400110969	3935.61800127029	q23.1	FALSE	CpG: 178.chr14.60975732	TRUE	SIX6	60975938	+	662	SIX6	60975938	+	0	2	5	7	31	3	19	29.5	54.75	170
chr14	60976701	60976800	3.20842014340376e-10	0.78	0.04	78.9053616466483	10.6781983320746	3503.52686079878	q23.1	FALSE	CpG: 178.chr14.60975732	TRUE	SIX6	60975938	+	762	SIX6	60975938	+	0	1	3	7	22	2	17.5	28	52.25	160
chr14	60976801	60976900	3.52259778355903e-11	0.76	0	Inf	15.8789867362098	Inf	q23.1	FALSE	CpG: 178.chr14.60975732	TRUE	SIX6	60975938	+	862	SIX6	60975938	+	0	1	4	6	23	7	17.25	28	53.5	145
chr14	60977001	60977100	1.38194220739623e-10	0.74	0	Inf	14.4338671948594	Inf	q23.1	FALSE	CpG: 178.chr14.60975732	TRUE	SIX6	60975938	+	1062	SIX6	60975938	+	0	1	5	7	15	4	23	34	64	262
chr14	60977101	60977200	1.04328438381729e-13	0.9	0.04	186.007702685445	22.5729925776831	8435.51344804209	q23.1	FALSE	CpG: 178.chr14.60975732	TRUE	SIX6	60975938	+	1162	SIX6	60975938	+	0	1	5	8	24	4	20.25	34	52.5	233
chr14	60977201	60977300	2.676457283032e-15	0.94	0.04	298.911494422916	32.8205128205125	13717.8715727324	q23.1	FALSE	CpG: 178.chr14.60975732	TRUE	SIX6	60975938	+	1262	SIX6	60975938	+	0	2	6	10	26	7	26.25	37.5	58.5	229
chr14	60977301	60977400	2.676457283032e-15	0.94	0.04	298.911494422916	32.8205128205125	13717.8715727324	q23.1	FALSE	CpG: 178.chr14.60975732	TRUE	SIX6	60975938	+	1362	SIX6	60975938	+	0	2	7	12	30	7	31.5	44.5	67.5	294
chr14	60977401	60977500	5.84452540921227e-14	0.94	0.08	149.854321798772	23.3733446697754	1925.36743253209	q23.1	FALSE	CpG: 178.chr14.60975732	TRUE	SIX6	60975938	+	1462	SIX6	60975938	+	0	3	7	13	30	7	30.5	48	73.75	340
chr14	60977501	60977600	5.84452540921227e-14	0.94	0.08	149.854321798772	23.3733446697754	1925.36743253209	q23.1	FALSE	CpG: 178.chr14.60975732	TRUE	SIX6	60975938	+	1562	SIX6	60975938	+	0	4	7	13	32	11	32.25	51.5	89.5	366
chr14	60977601	60977700	5.84452540921227e-14	0.94	0.08	149.854321798772	23.3733446697754	1925.36743253209	q23.1	FALSE	CpG: 178.chr14.60975732	TRUE	SIX6	60975938	+	1662	SIX6	60975938	+	0	4	8	15	46	5	28.5	53.5	94.5	326
chr14	60977701	60977800	3.79115835744395e-13	0.92	0.08	113.402954996168	19.1274991067961	1342.23063421038	q23.1	FALSE	CpG: 178.chr14.60975732	TRUE	SIX6	60975938	+	1762	SIX6	60975938	+	0	4	7	13	45	1	27.25	45	84.5	312
chr14	60977801	60977900	2.21412431660222e-12	0.86	0.04	131.687196050845	16.8767041097356	5921.64630215503	q23.1	FALSE	CpG: 178.chr14.60975732	TRUE	SIX6	60975938	+	1862	SIX6	60975938	+	0	3	5	13	44	1	21	40	73.25	282
chr14	60977901	60978000	3.10657442506465e-11	0.82	0.04	99.8679694024754	13.2212475876335	4458.66901990027	q23.1	FALSE	CpG: 178.chr14.60975732	TRUE	SIX6	60975938	+	1962	SIX6	60975938	+	0	2	5	12	43	1	20	45.5	74.25	292
chr14	60978001	60978100	9.97389333826233e-13	0.82	0	Inf	21.7692640054085	Inf	q23.1	FALSE	CpG: 178.chr14.60975732	TRUE	SIX6	60975938	+	2062	SIX6	60975938	+	0	1	4	10	33	1	18.5	37.5	65.75	242
chr14	60978101	60978200	1.14246414601915e-11	0.78	0	Inf	17.543080161823	Inf	q23.1	FALSE	NA	NA	SIX6	60975938	+	2162	SIX6	60975938	+	0	1	3	9	31	0	16.25	30	58	186
chr14	60978201	60978300	3.52259778355903e-11	0.76	0	Inf	15.8789867362098	Inf	q23.1	FALSE	NA	NA	SIX6	60975938	+	2262	SIX6	60975938	+	0	1	3	7	28	0	13.25	26.5	41.75	146
chr14	61109201	61109300	1.5465108320584e-09	0.8	0.08	42.7909294467574	8.487997443863	433.284722627506	q23.1	FALSE	CpG: 67.chr14.61108954	TRUE	SIX1	61116155	-	6854	SIX1	61116155	-	2	5	10	12	43	3	20.25	31	47	156
chr14	61109301	61109400	1.03229796051015e-10	0.8	0.04	88.4116797580988	11.8492400110969	3935.61800127029	q23.1	FALSE	CpG: 67.chr14.61108954	TRUE	SIX1	61116155	-	6754	SIX1	61116155	-	1	5	9	13	33	5	21	30	41.75	158
chr14	61109401	61109500	8.66448648556534e-12	0.84	0.04	113.949251987501	14.8727175768086	5104.50600631386	q23.1	FALSE	CpG: 67.chr14.61108954	TRUE	SIX1	61116155	-	6654	SIX1	61116155	-	0	4	8	12	36	5	22	31.5	45.75	142
chr14	61109501	61109600	3.10657442506465e-11	0.82	0.04	99.8679694024754	13.2212475876335	4458.66901990027	q23.1	FALSE	CpG: 67.chr14.61108954	TRUE	SIX1	61116155	-	6554	SIX1	61116155	-	1	5	8	10	34	5	21.25	30	48.75	130
chr14	61109601	61109700	6.40035936145176e-14	0.86	0	Inf	27.8309764505005	Inf	q23.1	FALSE	CpG: 67.chr14.61108954	TRUE	SIX1	61116155	-	6454	SIX1	61116155	-	1	4	8	10	31	5	22.25	33.5	55.75	131
chr14	61109701	61109800	2.64014823659888e-13	0.84	0	Inf	24.497143179789	Inf	q23.1	FALSE	NA	NA	SIX1	61116155	-	6354	SIX1	61116155	-	1	3	6	9	31	1	21	30	47	123
chr14	61109801	61109900	3.49086266839181e-12	0.8	0	Inf	19.4826775880226	Inf	q23.1	FALSE	NA	NA	SIX1	61116155	-	6254	SIX1	61116155	-	0	3	5	7	21	1	17	25.5	41.25	107
chr14	61122601	61122700	3.10657442506465e-11	0.82	0.04	99.8679694024754	13.2212475876335	4458.66901990027	q23.1	FALSE	NA	NA	SIX1	61116155	-	-6445	SIX1	61116155	-	1	4	7	14	57	3	21.25	34	51.25	172
chr14	61122701	61122800	3.88355353403929e-11	0.86	0.08	64.0101891823486	12.0659412433866	667.703773471697	q23.1	FALSE	NA	NA	SIX1	61116155	-	-6545	SIX1	61116155	-	1	4	7	15	57	4	22	34.5	52.5	171
chr14	61122801	61122900	3.88355353403929e-11	0.86	0.08	64.0101891823486	12.0659412433866	667.703773471697	q23.1	FALSE	NA	NA	SIX1	61116155	-	-6645	SIX1	61116155	-	1	5	7	11	46	4	24.25	34.5	50.75	164
chr14	61122901	61123000	3.88355353403929e-11	0.86	0.08	64.0101891823486	12.0659412433866	667.703773471697	q23.1	FALSE	NA	NA	SIX1	61116155	-	-6745	SIX1	61116155	-	1	5	8	14	48	5	26.25	39.5	54	168
chr14	61123001	61123100	4.90291528434817e-10	0.82	0.08	48.3908791298453	9.46682171873007	494.778253957172	q23.1	FALSE	NA	NA	SIX1	61116155	-	-6845	SIX1	61116155	-	1	5	9	14	48	5	26	41	54	170
chr14	73736901	73737000	1.03229796051015e-10	0.8	0.04	88.4116797580988	11.8492400110969	3935.61800127029	q24.2	FALSE	NA	NA	PAPLN	73704205	+	32695	NA	NA	NA	0	1	3	7	35	0	15.25	27.5	49	165
chr14	73737001	73737100	1.03229796051015e-10	0.8	0.04	88.4116797580988	11.8492400110969	3935.61800127029	q24.2	FALSE	NA	NA	PAPLN	73704205	+	32795	NA	NA	NA	0	2	3	8	34	0	15.25	29	48.75	163
chr14	73737101	73737200	1.03229796051015e-10	0.8	0.04	88.4116797580988	11.8492400110969	3935.61800127029	q24.2	FALSE	NA	NA	PAPLN	73704205	+	32895	NA	NA	NA	0	2	3	7	34	0	14	27	47	156
chr14	73737201	73737300	3.52259778355903e-11	0.76	0	Inf	15.8789867362098	Inf	q24.2	FALSE	NA	NA	PAPLN	73704205	+	32995	NA	NA	NA	0	2	3	7	34	0	13	25	41	143
chr14	95240101	95240200	2.69306399965524e-11	0.9	0.12	59.1497167037901	12.3503565584779	417.946350846817	q32.13	FALSE	CpG: 21.chr14.95240083	TRUE	GSC	95236499	-	-3601	GSC	95236499	-	0	8	11	18	38	1	29.25	42	62.5	306
chr14	95240201	95240300	2.69306399965524e-11	0.9	0.12	59.1497167037901	12.3503565584779	417.946350846817	q32.13	FALSE	CpG: 21.chr14.95240083	TRUE	GSC	95236499	-	-3701	GSC	95236499	-	0	8	11	19	36	1	26.25	38.5	57	295
chr14	95240301	95240400	4.59981762113985e-10	0.86	0.12	41.3756238439278	9.26195490731702	273.061448028954	q32.13	FALSE	NA	NA	GSC	95236499	-	-3801	GSC	95236499	-	0	7	9	17	33	1	25	35.5	54	290
chr14	95240401	95240500	1.44122092033791e-10	0.84	0.08	55.2917459460206	10.6421667725836	571.024734819671	q32.13	FALSE	NA	NA	GSC	95236499	-	-3901	GSC	95236499	-	0	5	9	17	27	1	23.25	32.5	48.75	269
chr14	95240501	95240600	1.5465108320584e-09	0.8	0.08	42.7909294467574	8.487997443863	433.284722627506	q32.13	FALSE	NA	NA	GSC	95236499	-	-4001	GSC	95236499	-	0	4	6	10	21	1	17	24	36.75	188
chr14	99713101	99713200	1.5465108320584e-09	0.8	0.08	42.7909294467574	8.487997443863	433.284722627506	q32.2	FALSE	CpG: 133.chr14.99711839	TRUE	BCL11B	99737822	-	24621	NA	NA	NA	0	2	7	11	39	1	15.75	28.5	49.75	128
